We do not believe that we should c her ry - p ick ||| Wir glau ben nicht , daß wir nur R os in en heraus p ick en sollten
Madam President , sure ly we must take things serious ly ! ||| Frau Präsidentin , blei ben wir doch ernst ha ft !
I shall therefore now also give the f lo or to Mr De ll ' Al b a once again on a point of order ||| Des w egen ge be ich auch Herrn D ell ' Al b a jetzt noch einmal das Wort zur Geschäft s ordnung
The common position does indeed incorpor ate many of the amendments proposed by Parliament at first read ing ||| Der gemeinsame Standpunkt ent hält in der Tat die m ei sten der vom Parlament in der ersten L es ung verab schie de ten Änderungsanträge
I think that I e ch o the whole House in wish ing you , on behalf of all our colleagues , all the very best for your political care er in your home country , Austria . You have our w arm est wishes ||| Ich meine der Empf ind ung dieses Haus es zu entsprech en , wenn ich Ihnen im Namen aller Kollegen viel Erfolg bei Ihrer politischen Tätigkeit in Ihr em Land , in Österreich , wün sche und Sie ganz her z lich g rüß e
Let us think back to the te le vision without f ron ti ers directive , Parliament ' s first read ing of which was completely i gn ore d , because the Commission pre fer red to take the Council ' s s ide ||| N ehmen wir zum Beispiel das Thema F er ns ehen ohne Grenz en ; dabei ist die erste L es ung des Parlaments völlig vern ach lä ss igt worden , und dies , weil sich die Kommission auf die Seite des Rates ge schlagen hat
For example , we were to maintain an open and transpar ent dialogue which would be ac ces sible to the man in the st re et , an agreement which was def ined in greater detail in the dec l ar ation of 2 5 O ct o ber 199 3 ||| Wir hat ten ver ein bar t , einen offen en Di alog zu führen , der durch scha u bar und auch für die Bürger Europas ver ständ lich sein würde . Diese Vereinbar ung ist übrigen s in der Erklärung vom 2 5 . O kt o ber 199 3 noch mehr im einzelnen ausge ar bei tet worden
At the start of 199 6 , there were 2 1 3 9 2 ||| Zu Beg inn des Jahres 199 6 waren es ins ges amt 2 1 3 9 2
There is no h es it ation in talking about ' res er ves which are cont r ary to the principles of budget ary or th od o x y ' ||| O hne zu z ö gern wird von " Rück stell ungen " ges prochen , die " gegen die Grundsätz e der or t ho d o x en Haushalts führung " sei en
The next item is Question T ime to the Commission ( B 4 - 0 9 7 1 / 9 6 ) ||| Nach der Tagesordnung folgen die An fragen an die Kommission ( B 4 - 0 9 7 1 / 9 6 )
It high light s in particular the adv ant ag es offer ed by short - se a sh i pp ing in the B al tic as a means of access to S c and in av ia and to the C I S ||| Da durch werden insbesondere die Vor teil e beton t , die die K urz st re ck en se e verkehr in der O st se e als Verb ind ungs m öglichkeit nach S k and in a v ien und in die G U S dar stellt
Wh il st I support every thing that my colleag ue , M s M or gan has said , it is a w ider issue than that ||| Ich schließ e mich den Wor ten meiner Kolleg in Frau M or gan an , glaube jedoch , daß dieses Thema viel umfassen der ist
If research has been carried out by several people or institutions in various different countries , it could be al most imp os sible to ob tain cons ent ||| Wenn die Unter such ung in verschiedenen Ländern von mehr eren Person en oder Ein richt ungen durchge führt worden ist , kann die Ein hol ung der Zu stimmung eine Aufgabe sein , die k aum zu l ö sen ist
The second point rel ates to a su it able budget ary alloc ation , as opp osed to that proposed by the Council , which is tot ally in ade qu ate and unacceptable ||| Der zweite Punkt betrifft eine angem essen e Haushalts aus stat tung an stell e des völlig un z ur eich enden und in ak zept ab len Vorschlag s des Rates . Das Europäische Parlament sch lä gt in sein em Ab änder ung ant rag Nr
With its proposal , the Commission is well on the way to under min ing the whole point of the E number system ||| Die Kommission unter g rä bt mit ihrem Vorschlag den ganz en Zw eck des E - N u mmer ns ystem s
But I must also remind you that I have received six mo tions for resolution s to close this debate ||| Ich muß Sie jedoch noch daran erinn ern , daß zum Ab schluß dieser Aussprache s echs Entschließ ungsant räge einge ge gangen sind
The W or ld P over ty su m mit in C op en h ag en last year set us all the amb iti ous aim of e li min ating absolute po ver ty world - w ide ||| Auf dem Welt so zial g i pf el in Ko p en h agen l etzt es Jahr wurde für uns alle das e hr g ei zi ge Ziel fest gelegt , ab sol u te Ar m ut w elt weit zu bes ei tigen
I doubt whether the countries in question will vote for the proposal at the Intergovernmental Conference ||| Ich be z wei f le , ob die betroffen en Länder auf der Regierungskonferenz diesem Vorschlag zu sti mmen werden
The D anish social dem ocrat s have voted in favour of the proposal to amend the list of ext ra ction s ol vent s , since the change does not affect the level of protection in D en mark ||| Die d än ischen Sozial dem okra ten haben für den Vorschlag zur Änderung der L ist e mit E xt ra ktion s l ös ungs mittel ge stimm t , da sich die Änderung nicht auf das d än ische Schutz n ive au aus wir kt
We call on it for a b ur st of c oura ge ||| Wir r u fen den Rat zu einem m u tigen Sch ritt auf
I had asked about the development of the single European market , in which three of the four freedom s are a dang er , in my belie f , to ch ild r en ||| Ich hat te in meiner Anfrage von der Entwicklung des Binnenmarkt es ges prochen , in dem drei der vier Grund f rei heiten meines Erachtens für K inder eine Gefahr bedeu ten
We must therefore ensure that we con du ct a policy in Member States which makes y oun g people and others say no to n ar c o tic s ||| Wir müssen also dafür s orgen , daß wir in den Mitglied s lä ndern eine Politik führen , die be wir kt , daß Ju gend liche und andere n ein zu D ro gen sagen
It concerns the appro x im ation not just of type appro val but also of technical t est s and int e gra ting them on a European basis ||| Es geht darum , n eben der T y p zu lass ung auch die techn ische Über wach ung an zug leich en und europä isch zu in teg r ieren
This initiative appe ar s tot ally in o pport un e in a context of budget a ust er ity ||| Diese Initiative er schei nt in einem Kon te xt der Haushalts st ren ge völlig un ang eb racht
It is true that to accept the challenge would have had the effect of end ang er ing the inter in s titutional agreement and st ar ting a budget disp ute ||| H ä t te man die Heraus forder ung angenommen , so hät te dies natürlich zur Fol ge geh ab t , daß man das inter inst itution elle Ab kommen in Gefahr bring t und den Haushalts kon f li kt aus l ö st
C ulture is being ex ter min ated ||| Die Kultur wird vern ich tet
If there is no conc lu sive decision from the government , c ere al produ ction will det eri or ate further in 1997 and 1998 ||| So fern die Regierung keine end g ül tige Entscheidung t rifft , wird die G et rei de pro du ktion 1997 und 199 8 noch weiter zurück gehen
Mr President , I agree with the previous speak er ; unfortun ately it is e as y to see in the case of B el ar us what the leg ac y of the So v i et Union still means today ||| Herr Präsident ! Ich kann mich den Wor ten der Vor re dner an schließ en ; man kann leider in dem Fall Weiß ru ß land s nur sehen , was das Er be der So w j et un ion heute noch bedeutet
W ould it not be more correct , leg ally spe aking , to place the measures under the third p ill ar and act at an inter governmental level ? ||| W ä re es , j ur ist isch bet rachte t , nicht angem essen er , die Maßnahmen im Rahmen des d ritten Pf eil ers durch zu führ en und auf Regierungs eben e vorzu gehen ?
I therefore call again on the Commission to start and close negotiations in good time in future so that the proper consult ation procedure can be conclud ed and a legal b ase adopted before pay ments are made ||| Ich forder e die Kommission also erneu t auf , künftig Verhandlungen so rech tz ei tig zu beg innen und abzu schließ en , daß das or d nungs gem äß e Kon s ult ation s verfahren abge schlossen und eine Rechts grund lage verab schied et werden kann , bevor ge z ah lt wird
The industry was ex pe c ting that ||| Die Ind ustrie hat te dies erwar tet
This is a h y p oc ri tical budget he ad ing , given the environmental damage that we cause in our own countries ||| Diese Haushalts lin ie ist ver lo gen angesichts dessen , was wir an Um w el tz erst ör ung in den Ländern bet rei ben !
It may be that medi a interest in A I D S in the develop ing countries has dec l ined , but in any event it is not a major subject of public debate at the moment ||| A I D S in den Entwicklungs lä ndern ist ein Thema , welch es zur Zeit die M ed ien vielleicht nicht so stark interess iert , jeden falls derzeit in der Öffentlichkeit nicht so stark disku tiert wird
I think that that is the very great m er it of Mrs M c N ally ' s position and I must therefore congratulate her on her report ||| Dies halte ich für über aus ver d ienst voll an Frau M c N all y s H altung , und ich möchte ihr hier noch einmal zu ihrem Bericht g ra t ul ieren
In a n ut s he ll , we believe it is right to be concerned about this issue , but this is the wr ong legislation ||| Meine Damen und Herren , kurz : Das An liegen halten wir für richtig , die Recht setzung für f al sch
We shall seek to promote greater cohesion between the regions v ia improve ment of the trans fer of know - h ow on aspect s of energy -s a ving strategy from regions with a develop ed energy efficiency d y n am ic to regions which are significant ly behind in that respect ||| Außerdem unterstützen wir den Zusammen halt zwischen unseren Regionen durch Verbesserung des T rans f ers von Kennt nissen in Fragen der Energie ein sp ar ungs stra tegie von Gebie ten mit bereits entwickel te m Energie e ff izien z p oten ti al nach Gebie ten , die dies be züglich noch einen erheb lichen Auf hol be d arf haben
I now come to the statement of ass ur ance ||| Ich komm e nun zum Z er ti f ik at
I am happ y to inform you today that I was able to present a first report to E c o f in yesterday ||| Es freu t mich , Ihnen heute mit teil en zu können , daß ich gest ern bei E c o f in den ersten Bericht vor legen kon n te
B oth of these consider ations have to be taken into account in our decision concerning the legal imp o sition of comp ul s ory qu ot as of European produ ctions in te le vision broad c ast s ||| Diese beiden Punkte müssen wir bei unserer Entscheidung be züglich der verb ind lichen Einführung von Qu oten für europäische Produ ktion en auf dem F er ns eh bild sch ir m berücks ichtigen
